"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Phenix City","Phenix City","32.4588","-85.0251","United States","US","USA","Alabama","","36219","1840006012"
"Owasso","Owasso","36.2882","-95.8328","United States","US","USA","Oklahoma","","36215","1840020385"
"Cleburne","Cleburne","32.3561","-97.4145","United States","US","USA","Texas","","36193.0","1840019464"
"Franklin","Franklin","42.8854","-88.0104","United States","US","USA","Wisconsin","","36143","1840003043"
"Tucker","Tucker","33.8436","-84.2021","United States","US","USA","Georgia","","36130","1840013701"
"San Juan Capistrano","San Juan Capistrano","33.5009","-117.6544","United States","US","USA","California","","36064","1840021963"
"Claremont","Claremont","34.1259","-117.7153","United States","US","USA","California","","36015","1840019216"
"Land O' Lakes","Land O' Lakes","28.2075","-82.4476","United States","US","USA","Florida","","35995","1840014120"
"Natick","Natick","42.2847","-71.3497","United States","US","USA","Massachusetts","","35957","1840053640"
"Hilliard","Hilliard","40.0353","-83.1578","United States","US","USA","Ohio","","35939","1840007265"
"LaGrange","LaGrange","33.0274","-85.0384","United States","US","USA","Georgia","","35918.0","1840029147"
"Pennsauken","Pennsauken","39.9649","-75.0563","United States","US","USA","New Jersey","","35863","1840081687"
"Shawnee","Shawnee","35.3525","-96.9647","United States","US","USA","Oklahoma","","35833.0","1840021785"
"Bettendorf","Bettendorf","41.5656","-90.4764","United States","US","USA","Iowa","","35813","1840007079"
"Pahrump","Pahrump","36.2411","-116.0176","United States","US","USA","Nevada","","35812","1840018821"
"Martinez","Martinez","33.5209","-82.0985","United States","US","USA","Georgia","","35808","1840013747"
"Benton","Benton","34.5771","-92.5715","United States","US","USA","Arkansas","","35789","1840013572"
"Olney","Olney","39.1466","-77.0715","United States","US","USA","Maryland","","35766","1840005836"
"Guilderland","Guilderland","42.7080","-73.9631","United States","US","USA","New York","","35745","1840058149"
"Cooper City","Cooper City","26.0463","-80.2862","United States","US","USA","Florida","","35732","1840015133"
"La Vergne","La Vergne","36.0203","-86.5582","United States","US","USA","Tennessee","","35717","1840014496"
"West Fargo","West Fargo","46.8573","-96.9057","United States","US","USA","North Dakota","","35708","1840001935"
"Georgetown","Georgetown","38.2251","-84.5481","United States","US","USA","Kentucky","","35586.0","1840013197"
"Wildwood","Wildwood","38.5799","-90.6698","United States","US","USA","Missouri","","35501","1840010746"
"Prattville","Prattville","32.4605","-86.4588","United States","US","USA","Alabama","","35498","1840004086"
"Randallstown","Randallstown","39.3723","-76.8024","United States","US","USA","Maryland","","35438","1840005688"
"Inver Grove Heights","Inver Grove Heights","44.8247","-93.0596","United States","US","USA","Minnesota","","35392","1840007858"
"Andover","Andover","42.6466","-71.1651","United States","US","USA","Massachusetts","","35375","1840053666"
"La Porte","La Porte","29.6690","-95.0483","United States","US","USA","Texas","","35371","1840020932"
"Waxahachie","Waxahachie","32.4032","-96.8444","United States","US","USA","Texas","","35340","1840022083"
"Upper Arlington","Upper Arlington","40.0272","-83.0704","United States","US","USA","Ohio","","35337","1840003762"
"Paradise","Paradise","39.7558","-121.6063","United States","US","USA","California","","35337.0","1840022428"
"Gahanna","Gahanna","40.0251","-82.8637","United States","US","USA","Ohio","","35297","1840008390"
"East Point","East Point","33.6696","-84.4700","United States","US","USA","Georgia","","35282","1840013661"
"Woodburn","Woodburn","45.1476","-122.8584","United States","US","USA","Oregon","","35267.0","1840021230"
"Peachtree City","Peachtree City","33.3943","-84.5711","United States","US","USA","Georgia","","35262","1840014822"
"Holly Springs","Holly Springs","35.6540","-78.8403","United States","US","USA","North Carolina","","35223","1840016193"
"El Mirage","El Mirage","33.5905","-112.3271","United States","US","USA","Arizona","","35216","1840020562"
"Clermont","Clermont","28.5403","-81.7296","United States","US","USA","Florida","","35211","1840015080"
"Evans","Evans","33.5619","-82.1351","United States","US","USA","Georgia","","35204","1840013095"
"Nacogdoches","Nacogdoches","31.6135","-94.6528","United States","US","USA","Texas","","35192.0","1840020820"
"Granbury","Granbury","32.4484","-97.7685","United States","US","USA","Texas","","35138.0","1840020749"
"Chelmsford","Chelmsford","42.6000","-71.3631","United States","US","USA","Massachusetts","","35067","1840070185"
"Monroe","Monroe","35.0061","-80.5593","United States","US","USA","North Carolina","","35065","1840014613"
"Lockport","Lockport","43.1698","-78.6956","United States","US","USA","New York","","35011.0","1840000370"
"Pleasant Hill","Pleasant Hill","37.9540","-122.0759","United States","US","USA","California","","34987","1840020283"
"Bethlehem","Bethlehem","42.5856","-73.8219","United States","US","USA","New York","","34912","1840087216"
"Coventry","Coventry","41.6933","-71.6611","United States","US","USA","Rhode Island","","34873","1840066132"
"Merrillville","Merrillville","41.4728","-87.3197","United States","US","USA","Indiana","","34871","1840009261"
"Brunswick","Brunswick","41.2465","-81.8198","United States","US","USA","Ohio","","34867","1840003485"
"Oswego","Oswego","41.6834","-88.3372","United States","US","USA","Illinois","","34833","1840011508"
"Auburn","Auburn","38.8950","-121.0777","United States","US","USA","California","","34818.0","1840010231"
"Stow","Stow","41.1765","-81.4344","United States","US","USA","Ohio","","34769","1840000803"
"Carrollwood","Carrollwood","28.0577","-82.5149","United States","US","USA","Florida","","34747","1840029026"
"Mount Juliet","Mount Juliet","36.1991","-86.5114","United States","US","USA","Tennessee","","34726","1840014465"
"Boardman","Boardman","41.0334","-80.6671","United States","US","USA","Ohio","","34717","1840005186"
"Glastonbury","Glastonbury","41.6922","-72.5472","United States","US","USA","Connecticut","","34688","1840034707"
"Riviera Beach","Riviera Beach","26.7812","-80.0741","United States","US","USA","Florida","","34674","1840015126"
"Oak Harbor","Oak Harbor","48.2965","-122.6331","United States","US","USA","Washington","","34663.0","1840019779"
"Leawood","Leawood","38.9075","-94.6258","United States","US","USA","Kansas","","34659","1840001638"
"Grass Valley","Grass Valley","39.2237","-121.0521","United States","US","USA","California","","34650.0","1840020225"
"Sanford","Sanford","35.4874","-79.1772","United States","US","USA","North Carolina","","34557.0","1840015421"
"Cumberland","Cumberland","41.9703","-71.4198","United States","US","USA","Rhode Island","","34498","1840066127"
"Orangevale","Orangevale","38.6880","-121.2208","United States","US","USA","California","","34467","1840018842"
"Galesburg","Galesburg","40.9506","-90.3763","United States","US","USA","Illinois","","34406.0","1840008277"
"Kearney","Kearney","40.7008","-99.0847","United States","US","USA","Nebraska","","34386.0","1840000957"
"Gillette","Gillette","44.2752","-105.4984","United States","US","USA","Wyoming","","34378.0","1840019978"
"Russellville","Russellville","35.2763","-93.1383","United States","US","USA","Arkansas","","34373.0","1840014541"
"Menlo Park","Menlo Park","37.4686","-122.1672","United States","US","USA","California","","34357","1840020305"
"Kennesaw","Kennesaw","34.0262","-84.6177","United States","US","USA","Georgia","","34344","1840014756"
"Dartmouth","Dartmouth","41.6138","-70.9973","United States","US","USA","Massachusetts","","34341","1840070232"
"New City","New City","41.1543","-73.9909","United States","US","USA","New York","","34338","1840004964"
"Carmel","Carmel","41.3898","-73.7239","United States","US","USA","New York","","34328","1840057833"
"San Dimas","San Dimas","34.1082","-117.8090","United States","US","USA","California","","34326","1840021860"
"Vestavia Hills","Vestavia Hills","33.4518","-86.7438","United States","US","USA","Alabama","","34291","1840015673"
"Owings Mills","Owings Mills","39.4115","-76.7913","United States","US","USA","Maryland","","34231","1840005684"
"Middletown","Middletown","39.4453","-75.7166","United States","US","USA","Delaware","","34132.0","1840005581"
"Sonoma","Sonoma","38.2902","-122.4598","United States","US","USA","California","","34089.0","1840021490"
"Navarre","Navarre","30.4174","-86.8907","United States","US","USA","Florida","","34085","1840027017"
"Adelanto","Adelanto","34.5815","-117.4397","United States","US","USA","California","","34066","1840019117"
"Socorro","Socorro","31.6384","-106.2601","United States","US","USA","Texas","","34048","1840022136"
"Tooele","Tooele","40.5393","-112.3082","United States","US","USA","Utah","","34029.0","1840021356"
"Lebanon","Lebanon","36.2039","-86.3475","United States","US","USA","Tennessee","","34027.0","1840014466"
"Cottonwood Heights","Cottonwood Heights","40.6137","-111.8144","United States","US","USA","Utah","","33996","1840018746"
"Dakota Ridge","Dakota Ridge","39.6194","-105.1341","United States","US","USA","Colorado","","33942","1840038683"
"Deer Park","Deer Park","29.6898","-95.1151","United States","US","USA","Texas","","33891","1840019621"
"Newark","Newark","39.6776","-75.7573","United States","US","USA","Delaware","","33858","1840005578"
"Bridgeton","Bridgeton","39.4286","-75.2281","United States","US","USA","New Jersey","","33856.0","1840016610"
"Salisbury","Salisbury","35.6657","-80.4910","United States","US","USA","North Carolina","","33849","1840015384"
"Riverhead","Riverhead","40.9409","-72.7095","United States","US","USA","New York","","33839","1840058445"
"Arcata","Arcata","40.8615","-124.0757","United States","US","USA","California","","33806.0","1840009422"
"Randolph","Randolph","42.1778","-71.0539","United States","US","USA","Massachusetts","","33704","1840004675"
"Meadow Woods","Meadow Woods","28.3698","-81.3467","United States","US","USA","Florida","","33688","1840029057"
"Douglasville","Douglasville","33.7384","-84.7068","United States","US","USA","Georgia","","33675","1840014804"
"Woodridge","Woodridge","41.7368","-88.0408","United States","US","USA","Illinois","","33598","1840011411"
"Fairborn","Fairborn","39.8010","-84.0094","United States","US","USA","Ohio","","33541","1840008440"
"Ferry Pass","Ferry Pass","30.5203","-87.1904","United States","US","USA","Florida","","33532","1840013909"
"Franklin","Franklin","41.1101","-74.5886","United States","US","USA","New Jersey","","33532.0","1840003480"
"Laramie","Laramie","41.3099","-105.6085","United States","US","USA","Wyoming","","33508.0","1840020096"
"North Ridgeville","North Ridgeville","41.3851","-82.0194","United States","US","USA","Ohio","","33436","1840000645"
"Pikesville","Pikesville","39.3893","-76.7020","United States","US","USA","Maryland","","33426","1840005687"
"University Place","University Place","47.2148","-122.5460","United States","US","USA","Washington","","33401","1840021130"
"Northbrook","Northbrook","42.1292","-87.8353","United States","US","USA","Illinois","","33400","1840011304"
"Valparaiso","Valparaiso","41.4782","-87.0507","United States","US","USA","Indiana","","33376","1840014674"
"Martinsville","Martinsville","36.6827","-79.8636","United States","US","USA","Virginia","","33363.0","1840001727"
"Lexington","Lexington","42.4456","-71.2307","United States","US","USA","Massachusetts","","33339","1840053638"
"Derry","Derry","42.8888","-71.2804","United States","US","USA","New Hampshire","","33312","1840054793"
"Salina","Salina","43.1031","-76.1758","United States","US","USA","New York","","33307","1840087878"
"Springville","Springville","40.1638","-111.6206","United States","US","USA","Utah","","33294","1840021399"
"Post Falls","Post Falls","47.7203","-116.9396","United States","US","USA","Idaho","","33290","1840019811"
"Lawrence","Lawrence","40.2954","-74.7205","United States","US","USA","New Jersey","","33288","1840056345"
"Pullman","Pullman","46.7340","-117.1669","United States","US","USA","Washington","","33276.0","1840019864"
"Central Islip","Central Islip","40.7837","-73.1945","United States","US","USA","New York","","33253","1840005028"
"Mason","Mason","39.3571","-84.3023","United States","US","USA","Ohio","","33235","1840008467"
"Goshen","Goshen","41.5740","-85.8304","United States","US","USA","Indiana","","33220","1840013733"
"Alabaster","Alabaster","33.2198","-86.8226","United States","US","USA","Alabama","","33202","1840013756"
"Foley","Foley","30.3984","-87.6648","United States","US","USA","Alabama","","33113.0","1840002084"
"Ken Caryl","Ken Caryl","39.5769","-105.1138","United States","US","USA","Colorado","","33087","1840028580"
"Estero","Estero","26.4277","-81.7951","United States","US","USA","Florida","","33048","1840013129"
"Calhoun","Calhoun","34.4917","-84.9391","United States","US","USA","Georgia","","33029.0","1840013596"
"Franklin Town","Franklin Town","42.0862","-71.4113","United States","US","USA","Massachusetts","","32996","1840053550"
"Fairmont","Fairmont","39.4768","-80.1491","United States","US","USA","West Virginia","","32988.0","1840005732"
"Andover","Andover","45.2571","-93.3265","United States","US","USA","Minnesota","","32902","1840006716"
"Sun Prairie","Sun Prairie","43.1827","-89.2357","United States","US","USA","Wisconsin","","32894","1840002902"
"Plainfield","Plainfield","39.6956","-86.3708","United States","US","USA","Indiana","","32865","1840010579"
"Carlsbad","Carlsbad","32.4013","-104.2388","United States","US","USA","New Mexico","","32848.0","1840019444"
"Key West","Key West","24.5637","-81.7768","United States","US","USA","Florida","","32820.0","1840015161"
"Warsaw","Warsaw","41.2443","-85.8478","United States","US","USA","Indiana","","32813.0","1840010277"
